question_id,question,question_type,ground_truth_answer,generated_answer,retrieval_time,generation_time,total_time,mrr,ndcg_at_k,rouge_l_precision,rouge_l_recall,rouge_l_f1,rouge1_f1,rouge2_f1,retrieved_chunks
32,What are the similarities between David Rapaport and Cardiovascular disease?,comparative,"In Rapaport's influential monograph The Structure of Psychoanalytic Theory (1960), he organized ego psychology into an integrated, systematic, and hierarchical theory capable of generating empirically. Meanwhile, Consuming too much alcohol can cause a high blood pressure, heart failure, and cardiomyopathy. Drinking alcohol can also cause obesity, which can contribute to cardiovascular issues as well. Untreated.",American Psychoanalytic Association.,0.053369998931884766,2.612520217895508,2.6658902168273926,1.0,1.0,0.3333333333333333,0.017857142857142856,0.03389830508474576,0.03389830508474576,0.0,"[{'title': 'David Rapaport', 'url': 'https://en.wikipedia.org/wiki/David_Rapaport', 'rrf_score': 0.03278688524590164, 'dense_rank': 1, 'sparse_rank': 1}, {'title': 'Cardiovascular disease', 'url': 'https://en.wikipedia.org/wiki/Heart_disease', 'rrf_score': 0.031754032258064516, 'dense_rank': 2, 'sparse_rank': 4}, {'title': 'David Rapaport', 'url': 'https://en.wikipedia.org/wiki/David_Rapaport', 'rrf_score': 0.031754032258064516, 'dense_rank': 4, 'sparse_rank': 2}]"
33,"What are the differences between Music and Tesla, Inc.?",comparative,"Music is the arrangement of sound to create some combination of form, harmony, melody, rhythm, or otherwise expressive content. Music is generally agreed to be a cultural universal that is present in . Meanwhile, Unlike other automakers, Tesla does not rely on franchised auto dealerships to sell vehicles and instead directly sells vehicles through its website and a network of company-owned stores. In some area.",U.S.,0.08058500289916992,1.9070498943328857,1.9876348972320557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Tesla, Inc.', 'url': 'https://en.wikipedia.org/wiki/Tesla,_Inc.', 'rrf_score': 0.01639344262295082, 'dense_rank': 1, 'sparse_rank': None}, {'title': 'Classical music', 'url': 'https://en.wikipedia.org/wiki/Classical_music', 'rrf_score': 0.01639344262295082, 'dense_rank': None, 'sparse_rank': 1}, {'title': 'Tesla, Inc.', 'url': 'https://en.wikipedia.org/wiki/Tesla,_Inc.', 'rrf_score': 0.016129032258064516, 'dense_rank': 2, 'sparse_rank': None}]"
34,How does Marie Curie compare to Calculus?,comparative,"Though Curie did not have a large laboratory, he was able to find some space for Skłodowska where she was able to begin work. Their mutual passion for science brought them increasingly closer, and the. Meanwhile, Limits were thought to provide a more rigorous foundation for calculus, and for this reason, they became the standard approach during the 20th century. However, the infinitesimal concept was revived i.",[4].,0.08324813842773438,1.7439050674438477,1.827153205871582,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Marie Curie', 'url': 'https://en.wikipedia.org/wiki/Marie_Curie', 'rrf_score': 0.03278688524590164, 'dense_rank': 1, 'sparse_rank': 1}, {'title': 'Marie Curie', 'url': 'https://en.wikipedia.org/wiki/Marie_Curie', 'rrf_score': 0.031754032258064516, 'dense_rank': 4, 'sparse_rank': 2}, {'title': 'Marie Curie', 'url': 'https://en.wikipedia.org/wiki/Marie_Curie', 'rrf_score': 0.03149801587301587, 'dense_rank': 3, 'sparse_rank': 4}]"
35,What are the similarities between Ethics and Mental health?,comparative,"The ethics of war investigates moral problems of war and violent conflicts. According to just war theory, waging war is morally justified if it fulfills certain conditions. These conditions are common. Meanwhile, Mental health encompasses emotional, psychological, and social well-being, influencing cognition, perception, and behavior. Mental health plays a crucial role in an individual's daily life when managi.",[4].,0.08923625946044922,1.727313756942749,1.8165500164031982,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Ethics', 'url': 'https://en.wikipedia.org/wiki/Ethics', 'rrf_score': 0.031099324975891997, 'dense_rank': 1, 'sparse_rank': 8}, {'title': 'Ethics', 'url': 'https://en.wikipedia.org/wiki/Ethics', 'rrf_score': 0.030834914611005692, 'dense_rank': 8, 'sparse_rank': 2}, {'title': 'Ethics', 'url': 'https://en.wikipedia.org/wiki/Ethics', 'rrf_score': 0.01639344262295082, 'dense_rank': None, 'sparse_rank': 1}]"
36,What are the differences between Sculpture and Moon?,comparative,"Andy Goldsworthy makes his unusually ephemeral sculptures from almost entirely natural materials in natural settings. Some sculpture, such as ice sculpture, sand sculpture, and gas sculpture, is delib. Meanwhile, This has led some scientists to argue that the Moon could be identified as a planet, both historically and qualitatively, adding that its mass would be enough to clear its orbit around the Sun if it w.",[4].,0.06287312507629395,1.9904227256774902,2.053295850753784,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Sculpture', 'url': 'https://en.wikipedia.org/wiki/Sculpture', 'rrf_score': 0.031099324975891997, 'dense_rank': 8, 'sparse_rank': 1}, {'title': 'Sculpture', 'url': 'https://en.wikipedia.org/wiki/Sculpture', 'rrf_score': 0.03076923076923077, 'dense_rank': 5, 'sparse_rank': 5}, {'title': 'Sculpture', 'url': 'https://en.wikipedia.org/wiki/Sculpture', 'rrf_score': 0.030303030303030304, 'dense_rank': 6, 'sparse_rank': 6}]"
37,How does Linux compare to Art?,comparative,"Slightly over half of all lines of code were licensed under the GPL. The Linux kernel itself was 2.4 million lines of code, or 8% of the total. In a later study, the same analysis was performed for De. Meanwhile, Imitation, then, is one instinct of our nature. Next, there is the instinct for 'harmony' and rhythm, meters being manifestly sections of rhythm. Persons, therefore, starting with this natural gift de.",[4].,0.04630303382873535,1.7037849426269531,1.7500879764556885,1.0,0.9197207891481877,1.0,0.013888888888888888,0.0273972602739726,0.0273972602739726,0.0,"[{'title': 'Linux', 'url': 'https://en.wikipedia.org/wiki/Linux', 'rrf_score': 0.031746031746031744, 'dense_rank': 3, 'sparse_rank': 3}, {'title': 'Operating system', 'url': 'https://en.wikipedia.org/wiki/Operating_system', 'rrf_score': 0.01639344262295082, 'dense_rank': 1, 'sparse_rank': None}, {'title': 'Linux', 'url': 'https://en.wikipedia.org/wiki/Linux', 'rrf_score': 0.01639344262295082, 'dense_rank': None, 'sparse_rank': 1}]"
38,What are the similarities between Periodic table and Mental health?,comparative,"Such elements are placed in the same group, and thus there tend to be clear similarities and trends in chemical behaviour as one proceeds down a group. As analogous configurations occur at regular int. Meanwhile, The movement emphasized the importance of childhood prevention. World War I catalyzed this idea with an additional emphasis on the impact of maladjustment, which convinced the hygienists that preventi.",[2],0.07853984832763672,2.011367082595825,2.089906930923462,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Periodic table', 'url': 'https://en.wikipedia.org/wiki/Periodic_table', 'rrf_score': 0.03252247488101534, 'dense_rank': 2, 'sparse_rank': 1}, {'title': 'Periodic table', 'url': 'https://en.wikipedia.org/wiki/Periodic_table', 'rrf_score': 0.032018442622950824, 'dense_rank': 1, 'sparse_rank': 4}, {'title': 'Periodic table', 'url': 'https://en.wikipedia.org/wiki/Periodic_table', 'rrf_score': 0.030536130536130537, 'dense_rank': 5, 'sparse_rank': 6}]"
39,What are the similarities between James Redpath and Stephen Hawking?,comparative,"In addition to his abolitionist views, he also advocated reparations for slavery. Redpath returned east from Kansas in July 1858. During the Pike's Peak Gold Rush of 1859, he and fellow journalist Ric. Meanwhile, Hawking also maintained his public profile, including bringing science to a wider audience. The documentary A Brief History of Time, directed by Errol Morris and produced by Steven Spielberg, premiere.",[4].,0.07329940795898438,2.1786139011383057,2.25191330909729,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Stephen Hawking', 'url': 'https://en.wikipedia.org/wiki/Stephen_Hawking', 'rrf_score': 0.01639344262295082, 'dense_rank': 1, 'sparse_rank': None}, {'title': 'James Redpath', 'url': 'https://en.wikipedia.org/wiki/James_Redpath', 'rrf_score': 0.01639344262295082, 'dense_rank': None, 'sparse_rank': 1}, {'title': 'Stephen Hawking', 'url': 'https://en.wikipedia.org/wiki/Stephen_Hawking', 'rrf_score': 0.016129032258064516, 'dense_rank': 2, 'sparse_rank': None}]"
40,How does Periodic table compare to Android (operating system)?,comparative,"The shielding effect of adding an extra 3d electron approximately compensates the rise in nuclear charge, and therefore the ionisation energies stay mostly constant, though there is a small increase e. Meanwhile, Code reflecting this change was also posted to the AOSP source repository. In its announcement, Google claimed this was part of an effort to create a ""common code base"" between Java on Android and oth.",[2],0.05981802940368652,1.7143056392669678,1.7741236686706543,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Periodic table', 'url': 'https://en.wikipedia.org/wiki/Periodic_table', 'rrf_score': 0.03278688524590164, 'dense_rank': 1, 'sparse_rank': 1}, {'title': 'Periodic table', 'url': 'https://en.wikipedia.org/wiki/Periodic_table', 'rrf_score': 0.03200204813108039, 'dense_rank': 3, 'sparse_rank': 2}, {'title': 'Periodic table', 'url': 'https://en.wikipedia.org/wiki/Periodic_table', 'rrf_score': 0.031754032258064516, 'dense_rank': 2, 'sparse_rank': 4}]"
41,How does Ocean compare to Seeds of Yesterday (film)?,comparative,"The reverse is true during warm periods. During the last ice age, glaciers covered almost one-third of Earth's land mass with the result being that the oceans were about 122 m (400 ft) lower than toda. Meanwhile, They hire a nanny, Toni, to take care of the twins. Bart starts pursuing her, which troubles Cathy since she was hoping Toni would end up with Jory instead. Bart soon accuses Toni of being with him me.",[3],0.05947113037109375,1.9951372146606445,2.0546083450317383,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Seeds of Yesterday (film)', 'url': 'https://en.wikipedia.org/wiki/Seeds_of_Yesterday_(film)', 'rrf_score': 0.03252247488101534, 'dense_rank': 2, 'sparse_rank': 1}, {'title': 'Ocean', 'url': 'https://en.wikipedia.org/wiki/Ocean', 'rrf_score': 0.030090497737556562, 'dense_rank': 5, 'sparse_rank': 8}, {'title': 'Ocean', 'url': 'https://en.wikipedia.org/wiki/Ocean', 'rrf_score': 0.01639344262295082, 'dense_rank': 1, 'sparse_rank': None}]"
42,How does Brain compare to Jazz?,comparative,"Cephalopods such as the octopus and squid have the largest brains of any invertebrates. There are several invertebrate species whose brains have been studied intensively because they have properties t. Meanwhile, Other musicians who had experimented with electronic instruments in the previous decade had abandoned them by the 1980s; for example, Bill Evans, Joe Henderson, and Stan Getz. Even the 1980s music of .",rhythmic harmonies. [3],0.05607008934020996,2.5345497131347656,2.5906198024749756,1.0,0.9197207891481877,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Jazz', 'url': 'https://en.wikipedia.org/wiki/Jazz', 'rrf_score': 0.01639344262295082, 'dense_rank': 1, 'sparse_rank': None}, {'title': 'Sleep', 'url': 'https://en.wikipedia.org/wiki/Sleep', 'rrf_score': 0.01639344262295082, 'dense_rank': None, 'sparse_rank': 1}, {'title': 'Jazz', 'url': 'https://en.wikipedia.org/wiki/Jazz', 'rrf_score': 0.016129032258064516, 'dense_rank': 2, 'sparse_rank': None}]"
43,What are the similarities between Charles Darwin and Geometry?,comparative,"The paleoanthropologist Trenton Holliday states that ""Darwin is rightly considered to be the preeminent evolutionary scientist of all time"". By around 1880, most scientists were convinced of evolution. Meanwhile, Euclidean vectors are used for a myriad of applications in physics and engineering, such as position, displacement, deformation, velocity, acceleration, force, etc. Differential geometry uses techniqu.","English naturalist, geologist, and biologist",0.06175494194030762,2.7073850631713867,2.7691400051116943,1.0,1.0,0.2,0.01818181818181818,0.03333333333333333,0.03333333333333333,0.0,"[{'title': 'Charles Darwin', 'url': 'https://en.wikipedia.org/wiki/Charles_Darwin', 'rrf_score': 0.03225806451612903, 'dense_rank': 2, 'sparse_rank': 2}, {'title': 'Charles Darwin', 'url': 'https://en.wikipedia.org/wiki/Charles_Darwin', 'rrf_score': 0.031746031746031744, 'dense_rank': 3, 'sparse_rank': 3}, {'title': 'Charles Darwin', 'url': 'https://en.wikipedia.org/wiki/Charles_Darwin', 'rrf_score': 0.03131881575727918, 'dense_rank': 1, 'sparse_rank': 7}]"
44,What are the differences between Quantum mechanics and Inflation?,comparative,"Another related problem is that of the rectangular potential barrier, which furnishes a model for the quantum tunneling effect that plays an important role in the performance of modern technologies su. Meanwhile, Heterodox In economics, inflation is an increase in the average price of goods and services in terms of money.: 579 This increase is measured using a price index, typically a consumer price index (CPI.",the purchasing power.,0.05948686599731445,1.9260599613189697,1.9855468273162842,0.5,0.6934264036172708,0.3333333333333333,0.015151515151515152,0.028985507246376812,0.028985507246376812,0.0,"[{'title': 'Big Bang', 'url': 'https://en.wikipedia.org/wiki/Big_Bang', 'rrf_score': 0.01639344262295082, 'dense_rank': 1, 'sparse_rank': None}, {'title': 'Quantum mechanics', 'url': 'https://en.wikipedia.org/wiki/Quantum_mechanics', 'rrf_score': 0.01639344262295082, 'dense_rank': None, 'sparse_rank': 1}, {'title': 'Inflation', 'url': 'https://en.wikipedia.org/wiki/Inflation', 'rrf_score': 0.016129032258064516, 'dense_rank': 2, 'sparse_rank': None}]"
45,How does Cryptocurrency compare to Electrical engineering?,comparative,"David Golumbia says that the ideas influencing bitcoin advocates emerge from right-wing extremist movements such as the Liberty Lobby and the John Birch Society and their anti-Central Bank rhetoric, o. Meanwhile, In some disciplines, safety can be a particular concern with instrumentation. For instance, medical electronics designers must take into account that much lower voltages than normal can be dangerous w.",[4].,0.05340886116027832,1.678267002105713,1.7316758632659912,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Cryptocurrency', 'url': 'https://en.wikipedia.org/wiki/Cryptocurrency', 'rrf_score': 0.030536130536130537, 'dense_rank': 6, 'sparse_rank': 5}, {'title': 'Cryptocurrency', 'url': 'https://en.wikipedia.org/wiki/Cryptocurrency', 'rrf_score': 0.01639344262295082, 'dense_rank': 1, 'sparse_rank': None}, {'title': 'Milky Way', 'url': 'https://en.wikipedia.org/wiki/Milky_Way', 'rrf_score': 0.01639344262295082, 'dense_rank': None, 'sparse_rank': 1}]"
46,How does Champs-Élysées–Clemenceau station compare to Kitty Horrorshow?,comparative,"In 2020, with the COVID-19 crisis, 1,735,350 passengers entered this station, which places it in 140th position among metro stations for its use. The station has two entrances, each consisting of a fi. Meanwhile, Kitty Horrorshow is the pseudonym of an independent video game developer. Releasing her games on the distribution platform itch.io, she specializes in the psychological horror genre, with her games fo.",[4].,0.0825951099395752,1.7039108276367188,1.786505937576294,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Champs-Élysées–Clemenceau station', 'url': 'https://en.wikipedia.org/wiki/Champs-Élysées–Clemenceau_station', 'rrf_score': 0.03278688524590164, 'dense_rank': 1, 'sparse_rank': 1}, {'title': 'Kitty Horrorshow', 'url': 'https://en.wikipedia.org/wiki/Kitty_Horrorshow', 'rrf_score': 0.03128054740957967, 'dense_rank': 2, 'sparse_rank': 6}, {'title': 'Milky Way', 'url': 'https://en.wikipedia.org/wiki/Milky_Way', 'rrf_score': 0.016129032258064516, 'dense_rank': None, 'sparse_rank': 2}]"
47,What are the differences between Bluetooth and Sustainable development?,comparative,"New features of this specification include: Some features were already available in a Core Specification Addendum (CSA) before the release of v4.1. Released on 2 December 2014, it introduces features . Meanwhile, Examples would be where market mechanisms fail for public goods. Existing societies, economies, and cultures encourage increased consumption. There is a structural imperative for growth in competitive.",[4].,0.05289602279663086,1.7558252811431885,1.8087213039398193,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Bluetooth', 'url': 'https://en.wikipedia.org/wiki/Bluetooth', 'rrf_score': 0.03252247488101534, 'dense_rank': 2, 'sparse_rank': 1}, {'title': 'Bluetooth', 'url': 'https://en.wikipedia.org/wiki/Bluetooth', 'rrf_score': 0.032018442622950824, 'dense_rank': 1, 'sparse_rank': 4}, {'title': 'Bluetooth', 'url': 'https://en.wikipedia.org/wiki/Bluetooth', 'rrf_score': 0.0315136476426799, 'dense_rank': 5, 'sparse_rank': 2}]"
48,What are the similarities between Chemistry and Alfredo Escalera vs. Alexis Argüello?,comparative,"However, heat energy is often transferred more easily from almost any substance to another because the phonons responsible for vibrational and rotational energy levels in a substance have much less en. Meanwhile, In addition, Arguello was also bleeding by this point. In round thirteen, Arguello made one final effort, pounding Escalera with a variety of punches. Escalera began to bleed profusely again from his .",[3],0.09720396995544434,1.8498950004577637,1.947098970413208,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Alfredo Escalera vs. Alexis Argüello', 'url': 'https://en.wikipedia.org/wiki/Alfredo_Escalera_vs._Alexis_Argüello', 'rrf_score': 0.03278688524590164, 'dense_rank': 1, 'sparse_rank': 1}, {'title': 'Alfredo Escalera vs. Alexis Argüello', 'url': 'https://en.wikipedia.org/wiki/Alfredo_Escalera_vs._Alexis_Argüello', 'rrf_score': 0.03200204813108039, 'dense_rank': 2, 'sparse_rank': 3}, {'title': 'Alfredo Escalera vs. Alexis Argüello', 'url': 'https://en.wikipedia.org/wiki/Alfredo_Escalera_vs._Alexis_Argüello', 'rrf_score': 0.03200204813108039, 'dense_rank': 3, 'sparse_rank': 2}]"
49,What are the similarities between Architecture and Unemployment?,comparative,"Postmodernism produced a style that combined contemporary building technology and cheap materials with the aesthetics of older pre-modern and non-modern styles, from high classical architecture to pop. Meanwhile, A law that was passed a year later allowed vagabonds to be whipped and hanged. In 1547, a bill was passed that subjected vagrants to some of the more extreme provisions of the criminal law: two years'.",[4].,0.06788206100463867,1.853698968887329,1.9215810298919678,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Architecture', 'url': 'https://en.wikipedia.org/wiki/Architecture', 'rrf_score': 0.03177805800756621, 'dense_rank': 1, 'sparse_rank': 5}, {'title': 'Architecture', 'url': 'https://en.wikipedia.org/wiki/Architecture', 'rrf_score': 0.03055037313432836, 'dense_rank': 7, 'sparse_rank': 4}, {'title': 'Engineering', 'url': 'https://en.wikipedia.org/wiki/Engineering', 'rrf_score': 0.01639344262295082, 'dense_rank': None, 'sparse_rank': 1}]"
50,How does Jazz compare to University?,comparative,"If the progression begins on the ""three-side"" of clave, it is said to be in 3–2 clave (shown below). If the progression begins on the ""two-side"", it is in 2–3 clave. Mario Bauzá introduced bebop innov. Meanwhile, In the years leading up to the Easter Rising, and in no small part a result of the Gaelic Romantic revivalists, the NUI collected a large amount of information on the Irish language and Irish culture..",[3],0.05509829521179199,1.8335752487182617,1.8886735439300537,1.0,1.0,1.0,0.012987012987012988,0.025641025641025647,0.025641025641025647,0.0,"[{'title': 'Jazz', 'url': 'https://en.wikipedia.org/wiki/Jazz', 'rrf_score': 0.03149801587301587, 'dense_rank': 3, 'sparse_rank': 4}, {'title': 'Jazz', 'url': 'https://en.wikipedia.org/wiki/Jazz', 'rrf_score': 0.030117753623188408, 'dense_rank': 4, 'sparse_rank': 9}, {'title': 'Jazz', 'url': 'https://en.wikipedia.org/wiki/Jazz', 'rrf_score': 0.029411764705882353, 'dense_rank': 8, 'sparse_rank': 8}]"
51,Why is Bluetooth important?,inferential,"The development of the ""short-link"" radio technology, later named Bluetooth, was initiated in 1989 by Nils Rydbeck, CTO at Ericsson Mobile in Lund, Sweden. The purpose was to develop wireless headsets, according to two inventions by Johan Ullman, SE 8902098-6, issued 12 June 1989 and SE 9202239, issued 24 July 1992 . Nils Rydbeck tasked Tord Wingren with specifying and Dutchman Jaap Haartsen and Sven Mattisson with developing.",[4].,0.04929685592651367,1.7640080451965332,1.8133049011230469,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Bluetooth', 'url': 'https://en.wikipedia.org/wiki/Bluetooth', 'rrf_score': 0.03200204813108039, 'dense_rank': 2, 'sparse_rank': 3}, {'title': 'Bluetooth', 'url': 'https://en.wikipedia.org/wiki/Bluetooth', 'rrf_score': 0.03128054740957967, 'dense_rank': 6, 'sparse_rank': 2}, {'title': 'Bluetooth', 'url': 'https://en.wikipedia.org/wiki/Bluetooth', 'rrf_score': 0.030798389007344232, 'dense_rank': 3, 'sparse_rank': 7}]"
52,How does Big Bang work?,inferential,"If the redshift is interpreted as a Doppler shift, the recessional velocity of the object can be calculated. For some galaxies, it is possible to estimate distances via the cosmic distance ladder. When the recessional velocities are plotted against these distances, a linear relationship known as Hubble's law is observed: v = H 0 D {\displaystyle v=H_{0}D} where Hubble's law implies that the universe is uniformly expanding everywhere.",[3].,0.04922604560852051,1.7941138744354248,1.8433399200439453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Big Bang', 'url': 'https://en.wikipedia.org/wiki/Big_Bang', 'rrf_score': 0.032018442622950824, 'dense_rank': 1, 'sparse_rank': 4}, {'title': 'Big Bang', 'url': 'https://en.wikipedia.org/wiki/Big_Bang', 'rrf_score': 0.03128054740957967, 'dense_rank': 6, 'sparse_rank': 2}, {'title': 'Big Bang', 'url': 'https://en.wikipedia.org/wiki/Big_Bang', 'rrf_score': 0.031009615384615385, 'dense_rank': 4, 'sparse_rank': 5}]"
53,Why did Transformer (deep learning) happen?,inferential,"The idea being that the linear bias matrix is a softened mask. Just as 0 {\displaystyle 0} represent full attention paid, and − ∞ {\displaystyle -\infty } represents no attention paid, the linear bias matrix increases attention paid in one direction and decreases attention paid in the other direction. ALiBi allows pretraining on short context windows, then fine-tuning on longer context windows.",[4].,0.04440021514892578,1.8278861045837402,1.872286319732666,0.5,0.6934264036172708,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Artificial intelligence', 'url': 'https://en.wikipedia.org/wiki/Artificial_intelligence', 'rrf_score': 0.030834914611005692, 'dense_rank': 8, 'sparse_rank': 2}, {'title': 'Transformer (deep learning)', 'url': 'https://en.wikipedia.org/wiki/Transformer_(machine_learning_model)', 'rrf_score': 0.03036576949620428, 'dense_rank': 3, 'sparse_rank': 9}, {'title': 'Transformer (deep learning)', 'url': 'https://en.wikipedia.org/wiki/Transformer_(machine_learning_model)', 'rrf_score': 0.02967032967032967, 'dense_rank': 5, 'sparse_rank': 10}]"
54,Why is Mechanical engineering important?,inferential,"As an example, automotive engines convert the chemical energy (enthalpy) of fuel into heat, and then into mechanical work that eventually turns the wheels. A mechanical engineer will aim for an engine design that maximizes the fraction of the initial chemical engineering that is converted to mechanical work, rather than being lost to heat leakage or friction. An ideal design would approach Carnot efficiency.",[1].,0.05574607849121094,1.8931951522827148,1.9489412307739258,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Mechanical engineering', 'url': 'https://en.wikipedia.org/wiki/Mechanical_engineering', 'rrf_score': 0.03278688524590164, 'dense_rank': 1, 'sparse_rank': 1}, {'title': 'Mechanical engineering', 'url': 'https://en.wikipedia.org/wiki/Mechanical_engineering', 'rrf_score': 0.03200204813108039, 'dense_rank': 3, 'sparse_rank': 2}, {'title': 'Mechanical engineering', 'url': 'https://en.wikipedia.org/wiki/Mechanical_engineering', 'rrf_score': 0.03125, 'dense_rank': 4, 'sparse_rank': 4}]"
55,How is NASA related to its context?,inferential,The NASA Discovery program develops and delivers robotic spacecraft solutions in the planetary science domain. Discovery enables scientists and engineers to assemble a team to deliver a solution against a defined set of objectives and competitively bid that solution against other candidate programs. Cost caps vary but recent mission selection processes were accomplished using a $500M cost cap for NASA.,program.,0.05888199806213379,1.8326389789581299,1.8915209770202637,1.0,1.0,1.0,0.016666666666666666,0.03278688524590164,0.03278688524590164,0.0,"[{'title': 'NASA', 'url': 'https://en.wikipedia.org/wiki/NASA', 'rrf_score': 0.030536130536130537, 'dense_rank': 6, 'sparse_rank': 5}, {'title': 'NASA', 'url': 'https://en.wikipedia.org/wiki/NASA', 'rrf_score': 0.029877369007803793, 'dense_rank': 5, 'sparse_rank': 9}, {'title': 'NASA', 'url': 'https://en.wikipedia.org/wiki/NASA', 'rrf_score': 0.01639344262295082, 'dense_rank': 1, 'sparse_rank': None}]"
56,Why is Carbon important?,inferential,"Since the mass of the earth is 5.972×1024 kg, this would imply 4360 million gigatonnes of carbon. This is much more than the amount of carbon in the oceans or atmosphere (below). In combination with oxygen in carbon dioxide, carbon is found in the Earth's atmosphere (approximately 900 gigatonnes of carbon — each ppm corresponds to 2.13 Gt) and dissolved in all water bodies (approximately 36,000 gigatonnes of carbon).",[4].,0.05366373062133789,1.816697120666504,1.8703608512878418,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Carbon', 'url': 'https://en.wikipedia.org/wiki/Carbon', 'rrf_score': 0.0315136476426799, 'dense_rank': 2, 'sparse_rank': 5}, {'title': 'Carbon', 'url': 'https://en.wikipedia.org/wiki/Carbon', 'rrf_score': 0.03007688828584351, 'dense_rank': 6, 'sparse_rank': 7}, {'title': 'Carbon', 'url': 'https://en.wikipedia.org/wiki/Carbon', 'rrf_score': 0.01639344262295082, 'dense_rank': 1, 'sparse_rank': None}]"
57,Why is The Assassination of the Duke of Guise important?,inferential,"Although it consists of only nine shots, with theatrical rather than cinematic acting and staging, it presents enough elements of a story that it could be understood on its own. It does this through continuity of action and space. Leading up to and including the assassination, the camera follows the movements of the main character over five separate shots, through three separate rooms and back.",[8],0.06128811836242676,1.8755288124084473,1.936816930770874,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[{'title': 'The Assassination of the Duke of Guise', 'url': 'https://en.wikipedia.org/wiki/The_Assassination_of_the_Duke_of_Guise', 'rrf_score': 0.03278688524590164, 'dense_rank': 1, 'sparse_rank': 1}, {'title': 'The Assassination of the Duke of Guise', 'url': 'https://en.wikipedia.org/wiki/The_Assassination_of_the_Duke_of_Guise', 'rrf_score': 0.03200204813108039, 'dense_rank': 2, 'sparse_rank': 3}, {'title': 'Leonardo da Vinci', 'url': 'https://en.wikipedia.org/wiki/Leonardo_da_Vinci', 'rrf_score': 0.030117753623188408, 'dense_rank': 9, 'sparse_rank': 4}]"
58,How does Thomas Edison work?,inferential,Thomas Jr. struggled with alcoholism and depression. Thomas Jr.,[4].,0.0573430061340332,1.761336088180542,1.8186790943145752,1.0,0.9197207891481877,0.0,0.0,0.0,0.0,0.0,"[{'title': 'Thomas Edison', 'url': 'https://en.wikipedia.org/wiki/Thomas_Edison', 'rrf_score': 0.03131881575727918, 'dense_rank': 7, 'sparse_rank': 1}, {'title': 'Nikola Tesla', 'url': 'https://en.wikipedia.org/wiki/Nikola_Tesla', 'rrf_score': 0.03125763125763126, 'dense_rank': 3, 'sparse_rank': 5}, {'title': 'Thomas Edison', 'url': 'https://en.wikipedia.org/wiki/Thomas_Edison', 'rrf_score': 0.030834914611005692, 'dense_rank': 2, 'sparse_rank': 8}]"
59,How is Universe related to its context?,inferential,"A remark by John Archibald Wheeler that has become proverbial among physicists summarizes the theory: ""Spacetime tells matter how to move; matter tells spacetime how to curve"", and therefore there is no point in considering one without the other. The Newtonian theory of gravity is a good approximation to the predictions of general relativity when gravitational effects are weak and objects are moving slowly compared to the speed of light.: 327 The relation between matter distribution and spacetime curvature is given by the Einstein field equations, which require tensor calculus to express.: 43 The universe appears to be a smooth spacetime continuum consisting of three spatial dimensions and one temporal (time) dimension. Therefore, an event in the spacetime of the physical universe can be identified by a set of four coordinates: (x, y, z, t).",infinite in extent with a finite age.,0.04561471939086914,2.805479049682617,2.8510937690734863,1.0,1.0,0.2857142857142857,0.014814814814814815,0.028169014084507043,0.028169014084507043,0.0,"[{'title': 'Universe', 'url': 'https://en.wikipedia.org/wiki/Universe', 'rrf_score': 0.03128054740957967, 'dense_rank': 6, 'sparse_rank': 2}, {'title': 'Universe', 'url': 'https://en.wikipedia.org/wiki/Universe', 'rrf_score': 0.030798389007344232, 'dense_rank': 3, 'sparse_rank': 7}, {'title': 'Big Bang', 'url': 'https://en.wikipedia.org/wiki/Big_Bang', 'rrf_score': 0.02877846790890269, 'dense_rank': 10, 'sparse_rank': 9}]"
